age,job,marital,education,default,balance,housing,loan,day,month,duration
36,housemaid,single,tertiary,no,561,no,no,6,jun,274
36,management,married,tertiary,no,539,no,no,11,aug,176
38,services,married,secondary,no,-349,yes,no,20,apr,111
45,admin.,married,secondary,no,6971,no,no,22,may,119
58,housemaid,married,tertiary,no,497,no,no,11,jun,138
34,management,married,tertiary,no,362,yes,no,30,may,38
51,blue-collar,married,primary,no,4497,yes,no,15,may,276
38,technician,single,tertiary,no,2496,no,no,17,jun,193
73,retired,married,secondary,no,2850,no,no,8,oct,512
57,technician,married,primary,no,0,no,no,5,jun,58
45,management,married,tertiary,no,1199,no,no,3,feb,221
34,technician,divorced,tertiary,no,66,no,yes,5,feb,102
48,admin.,married,unknown,no,3756,no,no,14,aug,65
39,blue-collar,single,secondary,no,1170,no,no,6,jun,383
35,technician,married,tertiary,no,944,no,no,8,aug,351
58,management,divorced,tertiary,no,50,yes,no,3,jun,109
36,management,single,tertiary,no,171,no,no,17,jun,398
43,services,married,secondary,no,122,yes,no,5,may,355
34,blue-collar,divorced,secondary,no,1780,yes,no,2,jun,187
52,technician,married,secondary,no,136,no,no,28,aug,88
36,unknown,married,secondary,no,179,no,no,8,aug,14
32,blue-collar,single,secondary,no,232,no,no,13,dec,232
23,student,single,tertiary,no,82,no,no,4,may,289
57,blue-collar,married,primary,no,630,yes,no,29,may,52
43,blue-collar,married,primary,yes,1202,no,no,30,may,295
33,admin.,single,tertiary,no,867,yes,no,14,apr,247
45,management,divorced,tertiary,no,6200,no,no,29,jul,103
31,admin.,single,secondary,no,-422,yes,no,18,may,64
41,self-employed,single,unknown,no,426,yes,no,19,jun,75
47,management,divorced,tertiary,no,107,no,no,15,may,246
39,services,divorced,secondary,yes,-96,yes,yes,12,may,38
47,blue-collar,married,secondary,no,581,yes,no,26,aug,79
57,technician,married,secondary,no,402,yes,no,6,may,153
52,blue-collar,married,secondary,no,555,yes,no,12,may,314
45,admin.,married,secondary,no,67,no,no,5,feb,326
42,management,married,tertiary,no,72,yes,no,20,apr,124
32,self-employed,married,secondary,no,1942,yes,no,30,may,84
31,technician,single,secondary,no,373,no,no,22,aug,346
25,blue-collar,single,secondary,no,84,yes,no,18,may,6
30,technician,married,secondary,no,394,no,no,22,aug,216
33,blue-collar,married,primary,no,925,no,no,20,nov,884
29,blue-collar,married,secondary,no,0,yes,no,11,may,116
55,retired,married,secondary,no,6690,no,no,30,apr,534
51,admin.,married,secondary,no,4178,yes,no,30,may,556
68,retired,married,secondary,no,20723,yes,no,28,apr,318
29,services,single,secondary,no,887,no,no,4,feb,343
35,self-employed,married,secondary,no,598,yes,no,20,apr,245
38,technician,married,secondary,no,1,yes,no,21,nov,57
39,management,divorced,secondary,no,4314,yes,no,20,nov,141
47,technician,married,tertiary,no,2155,no,no,20,jun,178
22,management,single,tertiary,no,760,no,no,7,dec,6
44,admin.,married,secondary,no,1248,yes,yes,8,may,428
38,technician,single,tertiary,no,5122,yes,no,20,nov,370
56,services,divorced,secondary,no,191,no,no,23,jul,335
56,management,married,secondary,no,230,no,no,9,may,73
54,management,divorced,tertiary,no,7010,no,no,11,mar,275
39,services,married,secondary,no,1970,yes,no,8,jun,30
36,blue-collar,married,secondary,no,3935,yes,yes,27,may,220
42,admin.,married,secondary,no,437,yes,no,11,aug,120
51,technician,divorced,secondary,no,2323,yes,yes,18,aug,151
32,management,married,tertiary,no,2213,no,no,29,jan,125
31,management,married,tertiary,no,84,no,yes,1,jul,143
23,technician,single,secondary,no,4545,no,no,3,jun,200
21,student,single,unknown,no,200,no,no,1,jun,8
45,admin.,single,secondary,no,206,yes,no,5,may,193
51,technician,married,secondary,no,2937,no,no,21,nov,30
36,unemployed,single,tertiary,no,221,no,no,3,feb,225
56,blue-collar,married,secondary,no,1521,yes,yes,21,nov,19
41,technician,married,secondary,no,102,yes,yes,14,may,387
57,retired,married,secondary,no,519,yes,no,3,jun,393
55,blue-collar,married,secondary,no,660,no,no,5,jun,348
34,management,divorced,tertiary,no,500,yes,no,29,may,399
32,admin.,married,secondary,no,1661,yes,no,5,feb,76
41,blue-collar,single,unknown,no,961,yes,no,29,may,117
32,admin.,divorced,secondary,no,-273,yes,no,5,may,64
53,management,married,tertiary,no,7067,no,no,6,jun,82
43,blue-collar,married,unknown,no,285,yes,no,15,may,22
27,services,married,secondary,no,221,no,yes,7,jul,554
48,technician,single,secondary,no,479,no,no,20,may,148
33,services,single,tertiary,no,1595,yes,no,26,may,296
41,management,married,tertiary,no,65,yes,no,6,may,524
33,admin.,married,tertiary,no,640,no,no,24,jul,318
25,management,single,tertiary,no,490,no,no,7,sep,394
38,management,married,tertiary,no,1440,no,no,11,aug,111
43,self-employed,married,secondary,no,918,yes,no,6,may,193
56,management,single,tertiary,no,6507,yes,yes,29,jan,134
28,services,married,secondary,no,4,yes,no,27,jun,133
52,self-employed,married,tertiary,no,2289,yes,yes,21,nov,81
32,management,single,tertiary,no,131,no,no,3,jun,267
33,services,single,secondary,no,1852,no,no,25,feb,371
31,technician,single,tertiary,no,-749,yes,yes,29,jul,82
54,technician,married,secondary,no,719,yes,no,2,feb,242
36,technician,married,secondary,no,4613,no,no,2,apr,320
40,admin.,single,secondary,no,664,no,no,19,nov,188
32,admin.,single,tertiary,no,291,no,no,28,jan,223
27,student,single,tertiary,no,24,yes,no,2,feb,344
42,technician,single,secondary,no,823,yes,no,28,jan,137
30,management,married,tertiary,no,1235,yes,no,28,jul,104
43,technician,single,secondary,no,1195,yes,no,15,may,516
44,management,married,unknown,no,21,no,no,24,aug,323
46,technician,married,secondary,no,363,yes,no,6,aug,209
36,blue-collar,single,secondary,no,0,no,no,19,jun,238
44,blue-collar,single,primary,no,0,yes,no,24,jul,184
30,management,single,tertiary,no,136,yes,no,23,may,152
34,admin.,single,secondary,no,846,yes,no,17,apr,758
20,student,single,primary,no,0,no,no,1,feb,143
31,services,married,secondary,no,505,no,no,11,jul,773
34,blue-collar,married,primary,no,3986,yes,no,17,apr,345
27,technician,single,tertiary,no,11862,no,no,25,may,281
47,management,married,primary,yes,145,no,yes,1,jul,163
56,management,divorced,tertiary,no,2037,no,no,6,may,160
45,technician,divorced,secondary,no,441,yes,no,2,feb,535
35,blue-collar,married,primary,no,105,yes,no,8,may,369
32,technician,married,secondary,no,465,yes,no,12,may,210
44,entrepreneur,married,secondary,no,320,yes,yes,5,feb,269
38,services,married,secondary,no,-762,yes,yes,30,may,408
32,management,single,tertiary,no,316,yes,no,29,jan,215
58,admin.,married,unknown,no,903,no,no,28,jan,56
35,management,single,tertiary,no,123,yes,no,9,may,83
40,blue-collar,married,secondary,no,273,yes,no,19,jun,1082
36,technician,married,secondary,no,1345,yes,no,30,may,231
52,blue-collar,married,secondary,no,1027,no,no,23,jul,59
35,technician,single,secondary,no,1855,yes,no,7,may,138
38,services,single,secondary,no,1315,no,no,20,jun,23
43,admin.,married,secondary,no,59,yes,no,15,jul,60
43,admin.,married,secondary,no,2682,no,no,30,jul,103
35,management,married,tertiary,no,2682,yes,no,9,jul,156
40,services,married,secondary,no,3164,yes,no,3,apr,329
49,technician,divorced,secondary,no,342,no,yes,19,nov,58
35,services,single,secondary,no,1742,yes,no,31,jul,39
42,technician,divorced,secondary,no,-106,yes,no,29,may,95
29,unemployed,single,unknown,no,67,no,no,28,jan,330
26,technician,single,secondary,no,430,no,no,5,feb,450
44,blue-collar,single,primary,no,-234,yes,yes,15,may,71
29,management,single,tertiary,no,0,yes,no,13,may,155
36,blue-collar,married,secondary,no,-206,yes,no,8,may,177
30,technician,single,secondary,no,656,no,yes,4,jul,523
52,retired,married,secondary,no,603,no,yes,9,jun,79
55,admin.,married,secondary,no,1102,yes,no,15,may,126
30,services,single,secondary,no,117,no,no,28,jan,135
29,technician,single,secondary,no,-13,yes,no,14,may,512
27,admin.,single,tertiary,no,1993,yes,no,5,may,102
58,retired,divorced,unknown,no,5920,yes,no,21,nov,96
33,services,married,secondary,no,881,yes,no,21,may,67
48,admin.,married,secondary,no,0,yes,no,17,jul,109
39,housemaid,married,secondary,no,953,no,no,30,jan,23
55,blue-collar,married,primary,no,781,yes,no,3,feb,112
40,blue-collar,single,primary,no,1530,yes,no,20,apr,8
33,management,single,tertiary,no,2667,yes,no,18,may,57
56,admin.,married,secondary,no,5310,no,no,19,jun,74
42,blue-collar,married,secondary,no,1468,yes,no,28,may,136
43,unknown,married,primary,no,0,yes,no,9,jul,132
41,management,married,tertiary,no,144,no,no,27,feb,123
58,admin.,single,secondary,no,247,no,yes,20,jun,66
29,blue-collar,married,primary,no,258,yes,no,26,may,130
38,management,married,tertiary,no,595,yes,no,18,nov,70
49,blue-collar,divorced,secondary,yes,259,no,no,16,may,283
55,self-employed,married,secondary,no,2408,no,no,9,apr,327
53,management,married,tertiary,no,1356,yes,no,5,aug,397
56,admin.,married,secondary,no,292,yes,no,28,may,228
31,management,single,tertiary,no,2384,yes,no,14,apr,608
29,technician,single,secondary,no,307,yes,no,3,feb,216
48,admin.,married,secondary,no,292,yes,yes,29,jul,164
43,blue-collar,married,primary,no,3131,yes,no,3,jun,441
29,technician,married,secondary,no,0,no,no,12,may,33
39,management,single,tertiary,no,2258,yes,no,31,jul,255
53,management,married,tertiary,no,1348,no,yes,17,jul,120
48,blue-collar,married,secondary,no,741,yes,no,16,apr,227
34,management,married,tertiary,no,0,no,no,22,apr,176
52,management,single,tertiary,no,741,no,no,7,aug,63
30,admin.,married,secondary,no,521,yes,no,19,nov,648
45,entrepreneur,married,primary,no,5315,yes,yes,15,may,262
54,management,married,secondary,no,1660,no,no,20,nov,337
44,self-employed,married,unknown,no,163,yes,no,12,aug,44
35,entrepreneur,married,secondary,no,1163,yes,no,20,may,284
34,technician,single,tertiary,no,122,no,no,27,may,73
22,student,single,unknown,no,1,no,no,15,jun,263
65,retired,married,primary,no,493,no,no,16,oct,622
49,management,married,unknown,no,0,no,no,19,nov,99
38,management,single,unknown,no,715,yes,no,2,apr,951
28,technician,single,tertiary,no,558,yes,no,15,may,300
33,technician,married,tertiary,no,16992,yes,no,29,may,58
34,management,married,tertiary,no,179,yes,no,20,nov,184
26,student,single,unknown,no,198,no,no,5,feb,161
37,blue-collar,married,primary,no,152,yes,no,17,apr,252
40,blue-collar,married,primary,no,2805,yes,no,14,may,173
28,services,single,secondary,no,6332,yes,no,7,may,149
31,technician,married,secondary,no,2420,yes,no,19,nov,166
42,management,married,secondary,no,580,no,no,22,aug,67
34,technician,divorced,secondary,no,259,no,no,11,aug,316
34,services,married,secondary,no,-451,yes,yes,23,jul,498
53,management,married,tertiary,no,261,no,no,19,aug,100
55,entrepreneur,married,tertiary,no,323,yes,yes,13,may,200
51,entrepreneur,single,tertiary,no,0,no,no,30,jan,643
58,retired,married,secondary,no,235,no,no,27,aug,88
35,blue-collar,married,primary,no,526,yes,no,2,feb,914
35,blue-collar,married,primary,no,4366,yes,no,28,may,173
31,technician,married,tertiary,no,0,yes,yes,13,may,164
32,student,married,secondary,no,833,yes,no,2,nov,227
59,retired,married,primary,yes,-13,no,no,11,aug,77
50,management,divorced,tertiary,no,405,no,no,2,apr,82
37,blue-collar,married,primary,no,3517,yes,no,23,may,445
30,services,married,secondary,no,699,yes,no,29,may,544
41,blue-collar,married,primary,no,943,yes,no,29,may,242
43,blue-collar,married,primary,no,794,yes,no,13,may,38
34,blue-collar,married,primary,no,503,yes,no,26,may,120
42,management,married,tertiary,no,-700,yes,no,14,may,110
33,management,married,tertiary,no,644,no,no,11,aug,99
26,services,single,secondary,no,335,no,no,29,jan,393
32,technician,single,secondary,no,719,yes,no,28,may,79
41,management,married,tertiary,no,-195,no,yes,20,nov,112
49,technician,divorced,secondary,no,972,no,no,16,nov,104
51,blue-collar,married,primary,no,5050,no,yes,16,jun,75
43,blue-collar,married,primary,no,232,no,yes,15,may,45
45,services,married,primary,no,2406,yes,yes,20,apr,108
42,entrepreneur,married,secondary,no,324,yes,no,15,jul,528
37,blue-collar,married,secondary,no,168,yes,no,17,apr,266
59,retired,married,secondary,no,374,no,no,29,aug,272
31,services,single,secondary,no,658,no,no,22,may,100
22,admin.,single,secondary,no,-1,yes,no,9,may,136
30,self-employed,single,secondary,no,280,no,no,5,may,92
52,admin.,divorced,unknown,no,0,no,no,26,aug,168
50,self-employed,married,primary,no,0,no,no,22,aug,125
34,admin.,married,secondary,no,2064,yes,no,26,may,165
30,blue-collar,married,secondary,no,128,yes,no,14,may,273
56,blue-collar,married,primary,no,0,yes,no,17,jul,82
31,technician,single,secondary,no,863,yes,no,3,feb,146
51,admin.,married,secondary,no,50,no,no,26,aug,178
33,services,single,secondary,no,187,yes,no,20,apr,168
47,blue-collar,married,secondary,yes,-614,yes,no,26,may,118
46,technician,married,tertiary,no,841,yes,no,6,may,158
44,services,divorced,secondary,no,206,yes,no,14,may,78
51,blue-collar,married,secondary,no,984,yes,no,7,apr,353
39,technician,single,secondary,no,201,no,yes,6,jun,148
41,technician,married,tertiary,no,585,yes,no,20,apr,60
33,management,single,tertiary,no,8514,no,no,20,aug,131
31,admin.,married,secondary,no,728,yes,yes,15,may,152
60,entrepreneur,divorced,secondary,no,80,yes,no,15,may,397
34,technician,married,secondary,no,1246,no,no,28,may,88
58,services,married,secondary,no,818,no,no,22,aug,283
36,admin.,single,unknown,no,1815,no,no,5,jun,387
42,technician,married,secondary,no,0,no,no,30,jul,351
44,services,divorced,secondary,no,210,no,yes,12,may,111
31,services,married,secondary,no,71,yes,no,17,jul,740
51,blue-collar,married,primary,no,1869,no,no,17,jun,30
59,admin.,married,primary,no,1040,no,no,31,jul,733
33,admin.,married,secondary,no,920,no,no,13,aug,111
47,blue-collar,married,secondary,no,668,yes,no,4,may,230
43,management,divorced,tertiary,no,36,no,no,13,feb,61
44,housemaid,married,primary,yes,-972,yes,yes,16,may,114
29,admin.,single,secondary,no,382,yes,no,12,may,460
30,admin.,married,secondary,no,-170,yes,yes,26,may,130
43,management,married,unknown,no,5172,yes,no,29,may,57
53,technician,single,tertiary,no,1,no,no,21,aug,190
46,blue-collar,married,secondary,no,922,yes,no,18,nov,296
41,management,married,tertiary,no,3016,yes,no,14,jul,80
44,blue-collar,married,primary,no,0,yes,no,30,jul,83
38,management,married,tertiary,no,1101,yes,no,9,nov,43
43,management,divorced,tertiary,no,3578,no,no,29,jan,376
41,blue-collar,married,primary,no,0,yes,yes,6,may,238
44,blue-collar,married,secondary,no,0,yes,no,21,jul,90
31,blue-collar,married,secondary,no,-190,yes,yes,8,may,299
59,self-employed,married,tertiary,no,185,no,no,4,feb,283
30,management,single,tertiary,no,156,yes,no,9,jun,174
35,blue-collar,married,secondary,no,503,yes,yes,9,may,57
57,retired,married,secondary,no,485,no,no,2,feb,79
53,technician,divorced,secondary,no,392,yes,no,28,jan,70
35,blue-collar,married,secondary,no,625,no,no,13,may,267
49,services,married,primary,no,468,no,no,5,aug,608
41,management,married,secondary,no,280,yes,no,2,jun,88
40,services,married,secondary,no,181,yes,no,16,may,370
57,admin.,married,unknown,no,1401,no,no,21,aug,91
38,management,married,unknown,no,1349,yes,no,6,may,100
49,services,married,primary,no,5737,yes,no,29,may,417
38,management,married,tertiary,no,1187,yes,yes,2,feb,157
26,admin.,married,secondary,no,5231,no,yes,17,jul,222
34,admin.,married,secondary,no,3185,yes,no,13,may,520
58,management,married,tertiary,no,3228,no,no,19,aug,58
30,services,married,secondary,no,80,yes,no,8,may,185
52,blue-collar,divorced,primary,no,2800,no,no,19,jun,149
30,technician,single,tertiary,no,10,no,no,26,aug,276
52,blue-collar,married,secondary,no,331,no,no,8,aug,84
34,entrepreneur,married,secondary,no,223,no,yes,11,aug,103
33,blue-collar,married,primary,no,0,no,no,8,may,174
34,admin.,married,tertiary,no,35,yes,no,15,oct,76
23,admin.,married,secondary,no,299,yes,no,19,jun,104
37,blue-collar,married,primary,no,240,yes,no,11,may,259
59,management,married,unknown,no,3534,no,no,21,nov,216
42,management,married,tertiary,no,223,no,no,6,aug,92
50,admin.,divorced,secondary,no,-194,yes,no,13,apr,238
41,technician,divorced,secondary,no,1545,no,yes,13,aug,183
34,technician,single,secondary,no,440,yes,no,6,may,445
57,management,married,primary,no,2538,no,yes,17,jul,485
52,services,married,unknown,no,337,yes,no,19,may,85
61,retired,married,unknown,no,-492,no,yes,4,jul,333
31,technician,single,tertiary,no,53,no,no,28,jan,97
27,student,single,secondary,no,91,no,no,4,dec,157
48,blue-collar,single,primary,no,316,no,no,5,jun,560
27,management,single,unknown,no,3196,no,no,9,feb,10
37,blue-collar,married,secondary,no,2697,yes,no,20,apr,430
28,student,single,tertiary,no,3,no,no,11,nov,135
34,services,married,secondary,no,244,no,no,4,feb,696
42,services,single,unknown,no,410,no,no,21,nov,34
39,admin.,married,secondary,no,159,no,no,19,nov,177
30,management,married,tertiary,no,6432,yes,no,21,nov,206
35,blue-collar,married,secondary,no,-701,yes,yes,7,may,531
43,housemaid,single,primary,no,24,no,no,31,jul,35
33,management,married,tertiary,no,296,no,no,16,jul,90
24,blue-collar,single,secondary,no,1,yes,no,11,may,79
39,technician,married,secondary,no,1965,yes,no,2,jun,65
27,technician,single,tertiary,no,501,no,yes,30,jan,370
50,blue-collar,married,secondary,no,3558,no,no,26,aug,84
30,blue-collar,married,secondary,no,177,yes,no,9,apr,62
52,technician,divorced,secondary,no,204,no,no,7,aug,134
30,admin.,married,secondary,no,46,yes,no,6,may,114
35,technician,divorced,secondary,no,2047,yes,no,1,oct,66
36,admin.,single,secondary,no,810,yes,no,17,jun,296
39,management,single,tertiary,no,1914,no,no,18,aug,94
43,admin.,single,secondary,no,56831,no,no,15,may,243
43,admin.,single,secondary,no,386,no,no,12,oct,242
46,admin.,married,primary,no,469,yes,no,2,feb,75
33,admin.,married,tertiary,no,69,no,yes,4,may,77
56,entrepreneur,married,tertiary,no,-124,yes,no,15,may,374
60,retired,married,primary,no,600,no,no,19,aug,99
48,management,married,tertiary,no,3842,no,no,1,oct,168
31,blue-collar,married,secondary,no,-720,yes,yes,15,may,112
36,blue-collar,single,secondary,no,1127,yes,no,10,jul,455
24,student,single,secondary,no,423,yes,no,5,may,226
27,blue-collar,married,secondary,no,-59,no,yes,8,jul,154
36,admin.,married,secondary,no,0,yes,yes,11,may,94
29,technician,married,tertiary,no,1489,yes,no,28,may,430
42,self-employed,married,secondary,no,0,no,no,14,aug,277
44,management,married,tertiary,no,1451,yes,no,5,feb,80
42,blue-collar,married,unknown,no,452,yes,no,17,nov,359
39,entrepreneur,married,secondary,no,283,yes,no,26,may,126
45,management,single,tertiary,no,16,no,no,31,jul,59
36,blue-collar,married,primary,no,973,yes,yes,23,may,293
34,blue-collar,married,secondary,no,1257,yes,no,26,may,109
43,technician,married,secondary,no,-1701,yes,no,26,may,285
32,blue-collar,single,secondary,no,567,yes,no,7,may,275
38,technician,married,tertiary,no,-1,no,no,8,aug,188
29,blue-collar,married,secondary,no,3310,no,no,1,sep,367
28,blue-collar,married,primary,no,115,yes,no,28,may,78
33,management,single,tertiary,no,321,no,no,22,aug,227
43,admin.,married,secondary,no,71,no,no,7,may,180
42,unemployed,divorced,secondary,no,759,no,no,28,jan,97
33,management,married,tertiary,no,23,yes,yes,6,feb,150
32,technician,single,secondary,no,3297,no,no,11,aug,99
42,housemaid,single,secondary,no,578,no,no,28,jan,44
42,housemaid,married,primary,no,4279,yes,no,22,jul,98
29,blue-collar,single,secondary,no,234,yes,no,8,may,139
27,management,single,tertiary,no,1137,yes,no,8,may,26
38,management,single,tertiary,no,8669,yes,no,20,apr,5
45,entrepreneur,married,primary,no,488,yes,no,28,jul,90
32,management,single,tertiary,no,1077,no,no,5,aug,200
33,technician,married,secondary,no,4790,yes,no,20,apr,137
48,technician,married,secondary,no,256,yes,no,29,may,150
53,blue-collar,married,secondary,no,974,yes,no,26,may,197
23,technician,single,unknown,no,231,yes,no,7,may,560
41,blue-collar,married,secondary,no,196,yes,no,13,may,488
41,admin.,single,secondary,no,2002,yes,no,15,may,172
50,services,married,tertiary,no,218,yes,no,9,may,388
28,blue-collar,single,secondary,no,1011,yes,no,20,apr,204
54,retired,divorced,secondary,no,2761,no,no,16,jul,771
38,services,divorced,primary,no,92,yes,yes,29,may,118
27,self-employed,married,tertiary,no,10005,yes,no,14,apr,163
54,management,married,tertiary,no,1168,no,no,4,may,150
28,services,single,secondary,no,168,yes,no,7,may,128
32,technician,single,tertiary,no,1710,yes,no,15,may,439
39,services,married,secondary,no,207,no,no,6,jun,78
29,technician,single,secondary,no,18,no,no,3,feb,206
46,admin.,single,unknown,no,306,yes,no,11,may,289
37,entrepreneur,married,primary,no,8,yes,yes,16,jul,46
30,management,married,tertiary,no,-250,yes,no,20,jun,11
41,blue-collar,married,secondary,no,449,yes,yes,12,may,313
39,unemployed,married,secondary,no,1654,no,no,20,jun,264
38,blue-collar,married,primary,no,714,yes,no,29,may,225
55,management,single,tertiary,no,1498,no,no,25,aug,340
29,services,single,secondary,no,695,no,no,3,jul,97
36,technician,single,secondary,no,-15,yes,no,6,may,341
60,blue-collar,married,primary,no,14,yes,yes,15,may,781
43,services,divorced,secondary,no,-287,yes,no,20,apr,580
45,blue-collar,married,primary,no,0,yes,no,24,jul,137
36,management,divorced,tertiary,no,-978,yes,no,13,may,62
53,blue-collar,married,secondary,no,0,yes,no,7,may,407
41,self-employed,married,secondary,no,20,no,no,5,jun,333
51,blue-collar,married,secondary,no,700,no,no,8,aug,237
34,blue-collar,married,secondary,no,-58,yes,yes,28,may,157
29,management,single,tertiary,no,841,no,no,5,feb,217
35,self-employed,single,secondary,no,951,yes,no,19,nov,220
40,management,married,tertiary,no,-63,no,yes,2,jul,196
26,student,single,tertiary,no,641,yes,no,15,may,55
32,technician,single,tertiary,no,195,yes,no,22,aug,239
31,technician,married,tertiary,no,11,no,no,27,aug,651
39,management,single,secondary,no,120,no,no,12,jun,66
30,technician,married,secondary,no,450,no,yes,14,jul,72
40,technician,married,secondary,no,8379,no,no,12,jun,52
32,blue-collar,married,primary,no,206,yes,no,20,may,205
46,admin.,single,secondary,no,1544,yes,no,29,may,609
41,technician,married,secondary,no,2990,yes,no,30,may,62
35,entrepreneur,single,secondary,no,866,yes,no,19,nov,147
40,unemployed,single,secondary,no,1744,yes,no,21,may,465
58,management,married,secondary,no,-382,no,no,5,feb,398
48,blue-collar,married,primary,no,214,yes,yes,18,nov,246
37,technician,single,tertiary,no,147,no,no,7,may,416
59,management,divorced,tertiary,no,81,no,no,26,may,140
33,blue-collar,married,secondary,no,202,yes,no,17,apr,377
36,admin.,married,secondary,no,1314,yes,no,17,jul,330
40,blue-collar,married,secondary,no,-60,yes,no,21,jul,250
53,admin.,single,primary,no,0,yes,no,7,may,176
32,admin.,divorced,secondary,no,-331,yes,yes,26,may,130
32,blue-collar,married,primary,no,1504,yes,no,17,apr,131
43,services,divorced,unknown,no,2363,yes,no,17,nov,229
30,services,single,secondary,no,773,yes,yes,4,jun,29
31,admin.,married,secondary,no,941,yes,no,8,apr,213
35,unemployed,single,secondary,no,2116,yes,no,13,may,409
39,services,married,secondary,no,-971,yes,yes,28,may,104
57,management,married,tertiary,no,5,yes,no,8,jul,96
33,self-employed,divorced,tertiary,no,454,no,yes,18,nov,134
35,management,married,secondary,no,53,yes,no,18,nov,378
53,management,married,tertiary,no,2578,no,no,19,nov,299
50,entrepreneur,married,secondary,no,854,no,no,16,apr,198
46,unemployed,married,secondary,no,16397,no,no,18,nov,641
35,management,single,tertiary,no,687,yes,no,30,may,166
56,retired,married,secondary,no,1894,yes,no,15,may,189
54,admin.,divorced,secondary,no,0,yes,yes,4,feb,330
56,services,married,secondary,no,1150,no,yes,17,nov,107
43,management,married,tertiary,no,136,no,no,6,aug,120
40,technician,married,secondary,no,7313,yes,no,18,nov,241
38,management,married,tertiary,no,-239,yes,no,2,jun,221
43,management,married,tertiary,no,182,no,no,28,jan,152
46,technician,married,secondary,no,1590,yes,no,15,jul,59
29,blue-collar,married,secondary,no,-565,yes,no,18,jun,164
33,technician,single,secondary,no,930,yes,no,15,may,163
49,technician,married,secondary,no,1091,no,no,30,jul,47
53,blue-collar,divorced,secondary,no,640,yes,no,11,may,321
54,retired,single,primary,no,767,no,no,9,jun,42
33,technician,married,secondary,no,480,yes,no,30,jan,272
39,management,married,tertiary,no,1363,no,no,21,aug,294
38,admin.,single,unknown,no,446,yes,no,13,may,386
49,admin.,married,secondary,no,167,no,yes,9,jul,51
33,technician,married,secondary,no,0,no,no,19,aug,78
59,admin.,married,secondary,no,4196,no,no,31,jul,10
35,admin.,married,secondary,no,725,yes,no,20,nov,219
40,technician,married,secondary,no,1716,yes,no,12,aug,226
31,services,single,secondary,no,-45,no,no,7,may,246
35,technician,married,secondary,no,410,yes,no,20,nov,67
42,blue-collar,married,primary,no,-97,yes,no,3,feb,216
55,self-employed,married,secondary,no,12159,yes,no,20,nov,142
33,blue-collar,married,secondary,no,395,yes,no,2,jun,122
31,technician,single,tertiary,no,969,no,no,15,jun,95
30,technician,single,secondary,no,86,no,no,20,aug,45
30,blue-collar,single,primary,no,395,no,no,21,nov,429
37,blue-collar,married,secondary,no,0,yes,no,2,apr,473
30,technician,single,tertiary,no,0,no,no,22,aug,34
47,admin.,married,secondary,no,829,yes,yes,14,may,339
41,technician,married,tertiary,no,-15,yes,no,6,may,33
44,technician,married,secondary,no,135,yes,no,8,may,262
59,management,married,tertiary,no,1585,no,no,28,aug,91
29,technician,married,secondary,no,-910,yes,no,21,jul,260
51,services,married,primary,no,8806,yes,no,19,may,131
32,blue-collar,married,secondary,no,43,yes,no,21,may,173
36,blue-collar,married,secondary,no,136,yes,no,4,jun,38
30,management,married,tertiary,no,1195,no,no,18,jul,146
34,housemaid,married,tertiary,no,11219,no,no,25,may,112
42,blue-collar,married,primary,no,2003,yes,no,17,apr,177
37,technician,married,secondary,no,494,yes,no,2,feb,247
42,blue-collar,single,secondary,no,419,no,no,7,jul,88
31,services,married,unknown,no,-82,yes,no,31,jul,543
34,admin.,single,tertiary,no,64,yes,no,28,jul,76
32,self-employed,married,tertiary,no,14522,no,no,21,nov,221
46,technician,divorced,secondary,no,3455,yes,no,14,may,566
32,blue-collar,married,primary,no,1076,yes,no,19,may,67
37,admin.,single,secondary,no,-261,no,yes,10,jul,259
39,management,married,tertiary,no,309,no,no,26,aug,94
37,management,single,secondary,no,655,no,yes,4,feb,258
32,self-employed,married,tertiary,no,102,no,no,22,aug,398
41,blue-collar,married,secondary,no,213,yes,no,8,may,10
50,self-employed,married,tertiary,no,202,yes,no,15,apr,107
57,management,married,unknown,no,0,no,no,30,sep,585
37,admin.,single,secondary,no,22,yes,no,7,may,28
56,entrepreneur,divorced,secondary,no,179,no,no,14,aug,47
37,unemployed,married,secondary,no,4769,no,no,29,jan,124
32,blue-collar,married,primary,no,-6,yes,no,6,may,169
30,management,single,tertiary,no,19358,no,no,19,nov,258
27,blue-collar,single,secondary,no,5563,yes,no,30,may,435
36,management,married,tertiary,no,6641,no,no,30,jul,105
34,management,single,tertiary,no,747,no,no,31,aug,72
53,services,married,primary,no,49,no,no,28,may,152
58,management,married,tertiary,no,287,yes,no,21,aug,676
31,admin.,single,secondary,no,437,yes,yes,4,jun,173
38,services,married,secondary,no,1313,no,no,17,jun,33
32,management,single,tertiary,no,597,no,yes,24,jul,869
31,services,married,secondary,no,418,yes,yes,9,jul,219
59,admin.,divorced,secondary,no,-41,yes,yes,20,may,171
41,blue-collar,married,primary,no,449,yes,no,20,apr,10
33,technician,married,secondary,no,3572,yes,no,18,nov,85
52,management,married,tertiary,no,2428,yes,no,21,nov,294
36,entrepreneur,married,primary,no,177,yes,no,12,may,63
37,management,married,secondary,no,80,no,no,27,aug,155
39,services,single,secondary,no,1048,yes,no,14,may,149
36,management,married,tertiary,no,3874,no,no,25,aug,425
